CPV_def;CPV_Descripcion;Tipo_de_contrato
70122110;Servicios de venta de terrenos desocupados;Servicios
70122200;Servicios de compra de terrenos;Servicios
70122210;Servicios de compra de terrenos desocupados;Servicios
70123000;Venta de bienes raíces;Servicios
70123100;Venta de bienes raíces residenciales;Servicios
70123200;Venta de bienes raíces no residenciales;Servicios
70130000;Servicios de arrendamiento de bienes raíces propios;Servicios
70200000;Servicios de alquiler o arrendamiento financiero relativos a bienes raíces propios;Servicios
70210000;Servicios de alquiler o arrendamiento financiero relativos a bienes raíces residenciales propios;Servicios
70220000;Servicios de alquiler o arrendamiento financiero relativos a bienes raíces no residenciales propios;Servicios
70300000;Servicios varios de agencias inmobiliarias a comisión o por contrato;Servicios
70310000;Servicios de alquiler o venta de edificios;Servicios
70311000;Servicios de alquiler o venta de edificios residenciales;Servicios
70320000;Servicios de alquiler o venta de terrenos;Servicios
70321000;Servicios de alquiler de terrenos;Servicios
70322000;Servicios de alquiler o venta de terrenos desocupados;Servicios
70330000;Servicios de administración de bienes raíces a comisión o por contrato;Servicios
70331000;Servicios relacionados con propiedades residenciales;Servicios
70331100;Servicios de gestión de instituciones;Servicios
70332000;Servicios relacionados con propiedades no residenciales;Servicios
70332100;Servicios de administración de terrenos;Servicios
70332200;Servicios de administración de propiedades comerciales;Servicios
70332300;Servicios relacionados con la propiedad industrial;Servicios
70333000;Servicios relacionados con viviendas;Servicios
70340000;Servicios relacionados con la multipropiedad;Servicios
71000000;Servicios de arquitectura, construcción, ingeniería e inspección;Servicios
71200000;Servicios de arquitectura y servicios conexos;Servicios
71210000;Servicios de asesoramiento en arquitectura;Servicios
71220000;Servicios de diseño arquitectónico;Servicios
71221000;Servicios de arquitectura para edificios;Servicios
71222000;Servicios de arquitectura para instalaciones al aire libre;Servicios
71222100;Servicios de cartografía de zonas urbanas;Servicios
71222200;Servicios de cartografía de zonas rurales;Servicios
71223000;Servicios de arquitectura para trabajos de ampliación de edificios;Servicios
71230000;Servicios de organización de concursos de proyectos de arquitectura;Servicios
71240000;Servicios de arquitectura, ingeniería y planificación;Servicios
71241000;Estudio de viabilidad, servicios de asesoramiento, análisis;Servicios
71242000;Elaboración de proyectos y diseños, presupuestos;Servicios
71243000;Anteproyectos (sistemas e integración);Servicios
71244000;Cálculo de costes, seguimiento de costes;Servicios
71245000;Proyectos presentados para aprobación, planos de ejecución y especificaciones;Servicios
71246000;Determinación y listado de cantidades necesarias para la construcción;Servicios
71247000;Supervisión del trabajo de construcción;Servicios
71248000;Supervisión del proyecto y documentación;Servicios
71250000;Servicios de arquitectura, ingeniería y agrimensura;Servicios
71251000;Servicios de arquitectura y de planimetría de edificios;Servicios
71300000;Servicios de ingeniería;Servicios
71310000;Servicios de consultoría en ingeniería y construcción;Servicios
71311000;Servicios de consultoría en ingeniería civil;Servicios
71311100;Servicios de asistencia en ingeniería civil;Servicios
71311200;Servicios de consultoría en sistemas de transporte;Servicios
71311210;Servicios de consultoría en materia de carreteras;Servicios
71311220;Servicios de ingeniería de caminos;Servicios
71311230;Servicios de ingeniería ferroviaria;Servicios
71311240;Servicios de ingeniería aeroportuaria;Servicios
71311300;Servicios de consultoría en infraestructura;Servicios
71312000;Servicios de consultoría en ingeniería de estructuras;Servicios
71313000;Servicios de consultoría en ingeniería ambiental;Servicios
71313100;Servicios de consultoría en control del ruido;Servicios
71313200;Servicios de consultoría en aislamiento acústico y acústica arquitectural;Servicios
71313400;Evaluación del impacto ambiental para la construcción;Servicios
71313410;Evaluación del riesgo o peligro para la construcción;Servicios
71313420;Normas ambientales para la construcción;Servicios
71313430;Análisis de indicadores ambientales para la construcción;Servicios
71313440;Servicios de evaluación del impacto ambiental (EIA) para la construcción;Servicios
71313450;Seguimiento ambiental para la construcción;Servicios
71314000;Servicios de energía y servicios conexos;Servicios
71314100;Servicios de electricidad;Servicios
71314200;Servicios de gestión de energía;Servicios
71314300;Servicios de consultoría en rendimiento energético;Servicios
71314310;Servicios de física térmica para edificios;Servicios
71315000;Instalaciones técnicas de edificios;Servicios
71315100;Servicios de consultoría en construcción de edificios;Servicios
71315200;Servicios de consultoría en materia de edificios;Servicios
71315210;Servicios de consultoría en acometidas de edificios;Servicios
71315300;Servicios de planimetría de edificios;Servicios
71315400;Servicios de inspección de edificios;Servicios
71315410;Inspección del sistema de ventilación;Servicios
71316000;Servicios de consultoría en telecomunicaciones;Servicios
71317000;Servicios de consultoría en protección y control de riesgos;Servicios
71317100;Servicios de consultoría en protección y control de incendios y explosiones;Servicios
71317200;Servicios de salud y seguridad;Servicios
71317210;Servicios de consultoría en salud y seguridad;Servicios
71318000;Servicios de asesoramiento y consultoría en ingeniería;Servicios
71318100;Servicios de luminotecnia y de iluminación natural;Servicios
71319000;Servicios de peritaje;Servicios
71320000;Servicios de diseño técnico;Servicios
71321000;Servicios de diseño técnico de instalaciones mecánicas y eléctricas para edificios;Servicios
71321100;Servicios de evaluación económica de la construcción;Servicios
71321200;Servicios de diseño de sistemas de calefacción;Servicios
71321300;Servicios de consultoría en fontanería;Servicios
71321400;Servicios de consultoría en ventilación;Servicios
71322000;Servicios de diseño técnico para la construcción de obras de ingeniería civil;Servicios
71322100;Servicios de estudio de dimensiones para obras de ingeniería civil;Servicios
71322200;Servicios de diseño de tuberías;Servicios
71322300;Servicios de diseño de puentes;Servicios
71322400;Servicios de diseño de represas;Servicios
71322500;Servicios de diseño técnico de instalaciones de tráfico;Servicios
71323000;Servicios de diseño técnico del proceso y la producción industriales;Servicios
71323100;Servicios de diseño de sistemas eléctricos;Servicios
71323200;Servicios de diseño de ingeniería de instalaciones;Servicios
71324000;Servicios de estudio de dimensiones;Servicios
71325000;Servicios de proyecto de cimientos;Servicios
71326000;Servicios auxiliares de edificios;Servicios
71327000;Servicios de diseño de la estructura;Servicios
71328000;Servicios de verificación de la estructura;Servicios
71330000;Servicios diversos de ingeniería;Servicios
71331000;Servicios de ingeniería en materia de lodos de perforación;Servicios
71332000;Servicios de ingeniería geotécnica;Servicios
71333000;Servicios de ingeniería mecánica;Servicios
71334000;Servicios de ingeniería mecánica y eléctrica;Servicios
71335000;Estudios de ingeniería;Servicios
71336000;Servicios complementarios de ingeniería;Servicios
71337000;Servicios técnicos de protección contra la corrosión;Servicios
71340000;Servicios integrados de ingeniería;Servicios
71350000;Servicios científicos y técnicos relacionados con la ingeniería;Servicios
71351000;Servicios de prospección geológica, geofísica y otros tipos de prospección científica;Servicios
71351100;Servicios de preparación y análisis de testigos;Servicios
71351200;Servicios de consultoría en materia geológica y geofísica;Servicios
71351210;Servicios de consultoría en geofísica;Servicios
71351220;Servicios de consultoría en geología;Servicios
71351300;Servicios de análisis micropaleontológico;Servicios
71351400;Servicios de interpretación petrofísica;Servicios
71351500;Servicios de estudio de suelos;Servicios
71351600;Servicios de predicción del tiempo;Servicios
71351610;Servicios de meteorología;Servicios
71351611;Servicios de climatología;Servicios
71351612;Servicios de hidrometeorología;Servicios
71351700;Servicios de prospección científica;Servicios
71351710;Servicios de prospección geofísica;Servicios
71351720;Levantamiento geofísico de yacimientos arqueológicos;Servicios
71351730;Servicios de prospección geológica;Servicios
71351800;Servicios topográficos y de radiestesia;Servicios
71351810;Servicios topográficos;Servicios
71351811;Levantamiento topográfico de yacimientos arqueológicos;Servicios
71351820;Servicios de radiestesia;Servicios
71351900;Servicios de geología, oceanografía e hidrología;Servicios
71351910;Servicios de geología;Servicios
71351911;Servicios de fotogeología;Servicios
71351912;Servicios de geología estratigráfica;Servicios
71351913;Servicios de exploración geológica;Servicios
71351914;Servicios arqueológicos;Servicios
71351920;Servicios de oceanografía e hidrología;Servicios
71351921;Servicios de oceanografía estuarial;Servicios
71351922;Servicios de oceanografía física;Servicios
71351923;Servicios de mediciones batimétricas;Servicios
71351924;Servicios de exploración subacuática;Servicios
71352000;Servicios de topografía subterránea;Servicios
71352100;Servicios de sismología;Servicios
71352110;Servicios de estudios sismográficos;Servicios
71352120;Servicios de adquisición de datos sísmicos;Servicios
71352130;Servicios de recogida de datos sísmicos;Servicios
71352140;Servicios de tratamiento de datos sísmicos;Servicios
71352300;Servicios de exploración magnetométrica;Servicios
71353000;Servicios de mediciones topográficas de superficie;Servicios
